A,B
2.3390136160546025,4.694870973222891
1.8476819893121266,4.765369988369531
2.446819418649188,4.629836949513564
3.1377083413102915,4.4193280228738105
2.086755425936414,5.0195975338888745
5.405006685269333,4.784451141831749
3.6776332784651053,4.536016165816411
4.593560625324965,3.855759450966466
3.3814769801782707,3.9657079380810183
3.748239526291154,4.230381779548053
5.615522657291516,5.645493213472626
4.212276868441204,7.140305854671517
6.864205434220092,4.507948097142523
5.2697973258166035,4.645557496790371
2.4358706631382865,4.406228820052818
7.077989104711148,6.44690397479444
3.8419252718769767,6.964813808101876
1.6363558177643482,5.365645986172869
1.483509194659845,5.846939529930164
6.50170892173257,5.574565467901753
1.4900154917807849,5.832232256387153
5.062483554032563,3.391088003920837
5.218746376874054,5.856688884085942
3.937116879667612,6.265777404289411
3.1997215450079635,7.411538335962787
1.7042744467983115,4.948789300419491
4.708150902038755,7.085818911184257
3.158444787181559,5.8722734292594625
3.925404946252984,6.52306783498261
3.8185517533828732,6.349692240595585
7.194359835918572,7.362978560407836
2.768847211836786,3.937477867054441
13.550132651654362,5.925394191938908
7.722660786092361,5.8326627146177055
12.069484757960455,5.294930412678544
5.3597342084951025,6.056409780524738
3.369528266026402,5.588763571524551
5.562689242482175,5.888209683165311
8.030208991967278,5.285210430926673
7.339889604543866,6.107452387327422
5.119726508368662,4.665118742511543
3.2261068901205587,5.592124456213235
6.385479283413048,6.177080468804098
16.78706907156707,7.960934431637418
7.9508966999507,6.4546251782046475
6.437345940180957,6.140413683256811
19.532750651906497,5.438060325659241
17.44599772603023,6.470882792705838
6.526409847206292,5.5724030994306455
16.07980518942607,5.671474721289772
5.052299875684589,7.408459915809519
13.561316621222367,4.690181400273514
5.161816609514064,6.505801017195837
3.5522041516168534,5.892249408493192
10.096812282489555,6.67230949162171
12.94151933120872,6.81854823307417
3.1824000344945365,7.34900107993179
10.689398403592802,5.432052969580281
3.2757946956097252,5.002117062703042
17.287981864060633,6.459755363511204
6.782091979399225,5.070194906543293
4.731053696189448,8.209112478459978
8.016862445206337,5.896723058147569
15.687595127173811,5.807748772450065
3.6069540177266486,6.349590870352173
5.876957730422741,5.684775490410922
6.145774561149302,4.94793852729163
3.4408352890670426,7.160152667736997
3.2656324408133246,4.725779098186649
6.089263643359657,5.729148470797957
5.041254063149506,5.391232895678791
5.202997133106702,7.444556564008905
11.545742632413607,4.639399722319588
9.204412919939358,4.8406891180448985
3.4482622432489984,6.120703792939756
12.26689809991312,6.02609283245016
8.24997997343035,4.124489648045276
7.208156005587803,4.773302809907498
4.489580752961322,7.063129122225866
9.103929699611623,4.564226107015838
6.00556420851474,5.4290586481456495
13.391547813597535,5.652287058596783
3.677453122961531,4.175435299933345
5.254309528828895,4.722934446820107
19.081602995427144,5.961353402518364
3.899923012679814,4.952407812488661
8.67964229625779,7.326923860423413
11.300969021191255,7.671397284364258
5.680886337037077,5.132304954689552
10.436431020003276,6.107787057326176
3.4387193597954075,6.026109847735273
6.55653468818793,3.8888746399197314
5.119910087400841,6.181305520868896
10.62854608114917,6.039990879745568
9.16129481332154,8.216080182974508
4.128890075957402,7.604988004548425
8.372018934544696,7.284587067052564
7.049731138063981,5.10185883322938
10.219280773171645,5.2196043043456655
2.8457012230050047,7.236553922932526
19.536515097022487,6.202451917751643
4.891951394743753,6.051461684572858
6.703779173200953,6.014002772299429
3.3661919093042143,6.41442460691973
6.6285820815355265,5.445219858614391
18.72249953034169,6.602106912359347
7.631790202246933,5.519216096741781
11.871953490754146,6.4345446057966305
3.1765863000958876,5.681252082142009
15.448224002282217,4.843464922644343
3.8426944963611454,7.428071959119951
3.7009870655748682,4.767148032822903
3.854180722544111,6.034194122714906
8.331498521378215,7.561633355872885
8.284727745943664,6.632505241684253
5.853818967560755,6.013670262197014
16.47351861444402,7.491686872754347
12.197235845932273,6.333960312688976
16.905434056503044,6.283402580366327
9.902249874951774,6.442010178384696
14.431056622126215,6.742409888466737
3.0518052307519423,5.302294819814109
11.751523262053562,4.652181239214664
8.120824426250898,6.418285960903451
10.744800210015113,6.281030377792872
14.931749412242622,4.843048629536986
47.115104573449976,7.730671287180749
16.148574646729724,6.345374944925638
15.924359659303184,5.009190108335469
22.56495118204542,8.266060403661015
16.99451828731327,6.429102707740903
28.64715311303917,5.499566687669986
14.771718290783749,6.535641913832552
7.8446407358910575,5.8315025389174515
10.873932425137813,7.910857942849039
44.84618854978521,7.253030374061292
8.308315925440006,6.8023764435885345
7.774443690802464,5.888738178880457
11.488508188203278,6.842686618895097
33.014250622719274,6.459726673194041
20.833860046304412,7.842038570955555
21.37758690722581,7.682398280535504
49.769986596972934,6.794497335155627
8.655316302303905,7.177336167537049
12.252899663137239,7.952028431068199
13.834949759334535,8.013433456472132
25.822682080474564,6.290098516502199
49.933028176526456,6.996094570318005
13.780088032884157,5.793681267279298
15.614960165936647,7.512285833711288
9.252115774039854,7.539185219958212
13.642384275707393,7.102279172917195
15.27326031303019,6.506610152161905
44.06725909528385,6.628334075565154
47.21997823725288,7.988849278142445
27.8278445017907,6.316749687143865
13.208413260203708,7.912109392670178
14.808235468775758,7.404100292562251
43.283286842923154,6.4378002570318
47.97176539372874,6.339631683941533
13.438454190438197,6.884210046633396
13.456047766708823,6.486774046471355
32.77796303441515,8.046703966927
52.78568189195219,8.278769230944857
12.713702357665074,6.105586170195043
24.575911599281092,5.194131575547216
24.55473010630891,7.634598709841507
24.59670237927532,5.604777191074898
8.7481229416633,7.871310260922851
30.413974968961714,10.182636780843726
13.328372391369578,5.937884750564096
11.69385249471812,7.2866168499539405
11.329486952419124,8.020565845479876
31.93233915675346,6.96057952075042
7.510920465379895,6.188878247962026
8.120772072211409,7.509693722357559
13.312219384461086,7.1022220041681665
14.347384086215104,6.0107872750957
21.76035769963817,5.959954419907067
23.77081261042982,7.425759055934197
13.656976531615246,6.730725101159557
14.066756764145737,7.652819356935734
29.13044238641813,7.177199153828229
10.85737122595254,7.195070240235989
39.63593910654149,7.034771128199012
8.859085882039789,6.226100401616547
22.185334428505456,6.584634316128546
42.34181251561985,6.863511843951659
15.981603698782832,5.59662367826388
10.512374931251243,5.472303262752132
9.563344161783004,6.541693146031943
45.27285049683827,7.669050243624797
31.8559644682546,6.465015141652363
8.743299560731241,9.231129292080318
25.27423360600934,7.3022220159021805
11.426148035799503,6.614156255062138
13.186969233810851,7.465477164887726
45.96638600601733,8.65160006297113
13.024658079598476,6.468791530137446
9.2601275820744,6.517928405264106
18.337741750861667,7.249808243673888
36.92438659036233,7.084396378567615
12.259765840750706,8.382359462174822
7.992189659216822,7.616588810273874
35.72897517439254,6.770865395989173
9.030052853868431,7.033652409907616
10.550811093082528,7.375912048871544
39.68627678621857,7.002858339102282
15.419887183311973,7.81321922769364
31.130715043339094,7.248841608826736
15.526007539385876,6.266183893176565
35.80768069228821,9.345260433024066
10.531640671939325,7.014423827972042
23.049259355607848,7.0447176130846545
44.40994774680526,5.968878264087667
44.42437275427122,5.207412308475704
9.249907075653875,7.79513500624967
51.395786763717204,8.635850548107435
9.202572842774716,7.888368686551605
25.02923963126081,7.618885661643686
14.145466186430323,7.805618607198757
27.32166464539446,6.849562621392832
13.70220256541206,6.998482364305821
10.51588115637167,4.749042592661892
10.920513011500743,6.657526431563467
12.830574210526956,7.656812421569876
,8.386620459976243
,8.020345865006366
,7.200707157675243
,9.825195256529696
,8.269893516182725
,9.282134946168787
,7.300843838350434
,7.178069824418359
,9.454905298174829
,9.023527289506324
,8.78506645541165
,8.232434145820092
,9.5957768798542
,6.978015245997587
,7.259190752011497
,8.859006869441645
,7.505599922559792
,7.4100521153190595
,7.62040091859596
,7.86021193922537
,9.05317471764332
,7.19806936134254
,8.586899424555698
,7.904112346831155
,9.646499752999567
,7.164140288710124
,6.860235378162701
,8.20112088702167
,8.147219581945345
,8.005575954201072
,8.990876770870308
,8.416217146928705
,7.814728776872459
,7.7759257661593475
,5.865839472023352
,7.659081353647292
,6.625965823114956
,9.373352782755783
,8.62747750436942
,9.567775705738295
,6.566761881665868
,8.58619863960617
,7.791862841420014
,5.703176831590718
,8.670143139407072
,9.689299759136809
,7.498291273972242
,7.038888533369619
,8.104315524916235
,9.222523748789067
,8.90584606009616
,8.300907372607815
,8.177681901998826
,5.619650943150583
,6.981766257859953
,7.469400437655047
,6.382502488461354
,9.476547569118248
,9.033539896411131
,9.025096560312436
,6.986680222207658
,9.422120683832123
,6.309139355930755
,10.397201237942301
,8.753994964602207
,7.462350606674688
,7.700584979051902
,6.244866173206255
,9.581341273734202
,8.531290951788815
,9.549755603061602
,7.991628533342805
,7.601959331104058
,8.304490136613156
,7.486901312373009
,8.685201813647453
,7.878961522614659
,7.8510056575639
,7.957397159465376
,6.959887850504861
,9.68565753688449
,7.708434856401437
,7.157720684483512
,6.490609297646037
,8.166240389284555
,8.23060508854602
,6.366399834447604
,8.15096219950145
,8.936755851962644
,9.244344769720326
,9.08113750928409
,7.235639072442826
,7.561756138273053
,8.110940248665079
,6.439943496569873
,7.287901529559251
,6.949165627274116
,8.886222966418194
,9.39731757903158
,7.45961467063909
,8.569795344112212
,9.730240945554122
,9.679778983977444
,9.01182781952562
,8.650902382495186
,10.288178353306607
,10.947661636898776
,8.279073455418624
,11.179058621718884
,10.075797916550805
,11.960108285736142
,8.409263496598017
,8.187291224427057
,9.609666174231553
,9.609274222784142
,10.129185762948225
,9.30893450601927
,8.951745791764091
,11.012078755082644
,8.059160047519182
,8.984804569411894
,10.74376124108283
,9.34762286875263
,9.939159326124127
,9.435603867990938
,8.642615228882013
,9.112045740997464
,9.152319321419448
,9.020022795940863
,9.840662661878534
,8.24457671120439
,9.708545110449908
,8.416460204399213
,8.997150816044323
,10.141981375486695
,7.918293269744241
,7.575702242422182
,5.748611309659868
,10.664035991611987
,9.505569515306053
,8.348458296610145
,7.578314478619027
,7.260736710338021
,7.378326266770231
,9.90899589263853
,9.13496838106285
,9.22258815202958
,10.09324620263071
,10.938444222510974
,8.061903768922573
,9.931188220396763
,8.733311968610975
,9.099307586865603
,8.857018388047589
,8.547005873674
,9.296400119735232
,9.813720689521514
,5.938657801957312
,9.210300675529902
,8.513765563441464
,9.786949259506457
,9.331567124020713
,8.567138513470356
,9.038842165468575
,7.818680673308072
,9.85560168226086
,7.0483563094571995
,8.592326595845067
,9.722768923964212
,9.130965938517921
,8.73766985984171
,10.44608098128989
,8.083319694798137
,9.46368175657436
,7.966389437839272
,8.140024367459194
,8.278172689005125
,10.966917647708906
,9.76528714071264
,11.329578336454816
,10.16863234462064
,9.62152261253674
,10.214268607508297
,9.471807443963147
,8.662452957188256
,9.024848110701031
,7.2923257980648035
,6.306671314133562
,8.56813924760793
,8.201352376797354
,10.070305295707335
,8.521184991676108
,7.654173954482902
,8.308366683229554
,8.807365808510374
,8.543109431546064
,10.709586396278965
,9.203170992111538
,9.09752397951004
,8.707575861506422
